ean,item_cd,category,product_type,name_en,name_local,size_us,color,price_usd,price_local,currency,locale,fixture,depth,handle,image,n_images
3608392758348,5509433,apparel,Jacket,Wedze Kids' 100 Warm Waterproof Ski Jacket,Wedze Kids' 100 Warm Waterproof Ski Jacket,12-13 Years / 59''-63'',Carbon Gray,49.99,49.99,USD,en-US,GF-R3-U1,11,wedze-kids-warm-ski-jacket-5-13-years-ski100-blue-and-grey-352802-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8938129-product_image-p2912012.jpg?v=1755561450,9
3608392794292,5475667,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,11.5,Golden Chestnut,80.00,80.0,USD,en-US,PW-02,9,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796104,5475668,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,10.5,Golden Chestnut,80.00,80.0,USD,en-US,PW-03,9,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796111,5475669,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,9.5,Golden Chestnut,80.00,80.0,USD,en-US,PW-04,12,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796128,5475670,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,9,Golden Chestnut,80.00,80.0,USD,en-US,PW-05,13,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796135,5475671,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,12,Golden Chestnut,80.00,80.0,USD,en-US,PW-06,8,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796142,5475672,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,13,Golden Chestnut,80.00,80.0,USD,en-US,PW-07,13,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796159,5475673,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,8,Golden Chestnut,80.00,80.0,USD,en-US,PW-08,8,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796166,5475674,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,7.5,Golden Chestnut,80.00,80.0,USD,en-US,PE-01,6,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796173,5475675,footwear,Shoes,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,Quechua Men's NH500 Warm Waterproof Mid Leather Hiking Boots,6.5,Golden Chestnut,80.00,80.0,USD,en-US,PE-02,13,quechua-mens-warm-leather-hiking-boots-nh500-mid-leather-hybrid-brown-350703-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928705-product_image-p2904624.jpg?v=1767026953,7
3608392796548,5057675,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,6.5,Smoked Black,45.00,45.0,USD,en-US,PE-03,12,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392796555,5057676,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,7.5,Smoked Black,45.00,45.0,USD,en-US,PE-04,12,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392796562,5057677,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,8,Smoked Black,45.00,45.0,USD,en-US,PE-05,9,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392796579,5057678,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,9,Smoked Black,45.00,45.0,USD,en-US,FB-01,10,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392796586,5057679,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,9.5,Smoked Black,45.00,45.0,USD,en-US,GA-01,11,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392796593,5057680,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,10.5,Smoked Black,45.00,45.0,USD,en-US,GA-02,13,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392796906,5057681,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,11.5,Smoked Black,45.00,45.0,USD,en-US,PW-01,10,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392796913,5057682,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,12,Smoked Black,45.00,45.0,USD,en-US,PW-02,10,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392796920,5057683,footwear,Snow boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,Quechua Men’s NH100 Warm Waterproof Easy-On Snow Hiking Boots,13,Smoked Black,45.00,45.0,USD,en-US,PW-03,7,quechua-mens-waterproof-snow-hiking-boots-nh100-high-top-zip-black-351123-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8851794-product_image-p2904869.jpg?v=1755553663,8
3608392804090,5517919,apparel,Long-sleeved jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,S,Abyss Gray,60.00,60.0,USD,en-US,GF-R3-U2,16,van-rysel-unisex-mid-season-long-sleeved-road-cycling-jersey-racer-2-347689-fw25-1,https://cdn.shopify.com/s/files/1/1330/6287/files/8939891-product_image-p2993385.jpg?v=1755561417,7
3608392804700,5517920,apparel,Long-sleeved jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,M,Abyss Gray,60.00,60.0,USD,en-US,GF-R3-U3,16,van-rysel-unisex-mid-season-long-sleeved-road-cycling-jersey-racer-2-347689-fw25-1,https://cdn.shopify.com/s/files/1/1330/6287/files/8939891-product_image-p2993385.jpg?v=1755561417,7
3608392804717,5517921,apparel,Long-sleeved jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,XL,Abyss Gray,60.00,60.0,USD,en-US,GF-R3-U4,15,van-rysel-unisex-mid-season-long-sleeved-road-cycling-jersey-racer-2-347689-fw25-1,https://cdn.shopify.com/s/files/1/1330/6287/files/8939891-product_image-p2993385.jpg?v=1755561417,7
3608392804724,5517922,apparel,Long-sleeved jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,L,Abyss Gray,60.00,60.0,USD,en-US,GF-R3-U5,19,van-rysel-unisex-mid-season-long-sleeved-road-cycling-jersey-racer-2-347689-fw25-1,https://cdn.shopify.com/s/files/1/1330/6287/files/8939891-product_image-p2993385.jpg?v=1755561417,7
3608392804731,5517923,apparel,Long-sleeved jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,Van Rysel Unisex RCR 2 Long-Sleeved Fleece-Lined Cycling Jersey,2XL,Abyss Gray,60.00,60.0,USD,en-US,GF-R3-U6,11,van-rysel-unisex-mid-season-long-sleeved-road-cycling-jersey-racer-2-347689-fw25-1,https://cdn.shopify.com/s/files/1/1330/6287/files/8939891-product_image-p2993385.jpg?v=1755561417,7
3608392810947,4538037,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,7.5C,Smoked Black,28.00,28.0,USD,en-US,PW-04,10,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392810954,4538038,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,8.5C,Smoked Black,28.00,28.0,USD,en-US,PW-05,7,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392810961,4538039,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,9C,Smoked Black,28.00,28.0,USD,en-US,PW-06,8,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392810978,4538040,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,10C,Smoked Black,28.00,28.0,USD,en-US,PW-07,7,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392810985,4538041,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,10.5C,Smoked Black,28.00,28.0,USD,en-US,PW-08,10,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392810992,4538042,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,11.5C,Smoked Black,28.00,28.0,USD,en-US,PE-01,8,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811500,4538043,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,12.5C,Smoked Black,28.00,28.0,USD,en-US,PE-02,6,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811517,4538044,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,13C,Smoked Black,28.00,28.0,USD,en-US,PE-03,10,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811524,4538045,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,1,Smoked Black,28.00,28.0,USD,en-US,PE-04,6,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811531,4538046,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,2,Smoked Black,28.00,28.0,USD,en-US,PE-05,8,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811548,4538047,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,2.5,Smoked Black,28.00,28.0,USD,en-US,FB-01,8,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811555,4538048,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,W5 / M3.5,Smoked Black,28.00,28.0,USD,en-US,GA-01,12,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811562,4538049,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,W5.5 / M4,Smoked Black,28.00,28.0,USD,en-US,GA-02,12,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811579,4538050,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,W6.5 / M5,Smoked Black,28.00,28.0,USD,en-US,PW-01,9,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392811586,4538051,footwear,Snow boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,Quechua Kids' NH100 Warm Waterproof Snow Boots,W7.5 / M6,Smoked Black,28.00,28.0,USD,en-US,PW-02,11,quechua-kids-snow-boots-uk-sizes-jnr-7-45-sh100-warm-black-339525-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8740035-product_image-p2904732.jpg?v=1759159682,8
3608392812019,5525007,accessories,Beanie,Wedze Kids' Fisherman Knit Beanie,Wedze Kids' Fisherman Knit Beanie,One Size,Fluo Neon Pink,12.99,12.99,USD,en-US,ACC-03,15,childrens-ski-fisherman-hat-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8940437-BONNET_FISHERMAN_500_JR_ROSE_C13B_AH26_-_8940437_-_001_---_Expires_on_21-08-2035.jpg?v=1758662519,19
3608392812392,5533078,accessories,Beanie,Wedze Rider 500 Reversible Knit Beanie,Wedze Rider 500 Reversible Knit Beanie,M 21.9'-22.9',Sweet Pink,17.99,17.99,USD,en-US,ACC-04,17,wedze-adult-reversible-hat-rider-500-pink-353824-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8940552-WEDZE_BONNET_RIDER_500_BLACK_AH26_-_8940552_-_001_---_Expires_on_18-08-2035.jpg?v=1758661560,17
3608392812750,5530700,accessories,Beanie,Wedze Rider 500 Reversible Knit Beanie,Wedze Rider 500 Reversible Knit Beanie,M 21.9'-22.9',Smoked Black,17.99,17.99,USD,en-US,CO-IR,24,wedze-adult-reversible-hat-rider-500-pink-353824-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8940552-WEDZE_BONNET_RIDER_500_BLACK_AH26_-_8940552_-_001_---_Expires_on_18-08-2035.jpg?v=1758661560,17
3608392813207,5532242,accessories,Beanie,Wedze Rider 500 Reversible Knit Beanie,Wedze Rider 500 Reversible Knit Beanie,M 21.9'-22.9',Hazelnut,17.99,17.99,USD,en-US,GB-R5-U1,18,wedze-adult-reversible-hat-rider-500-pink-353824-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8940552-WEDZE_BONNET_RIDER_500_BLACK_AH26_-_8940552_-_001_---_Expires_on_18-08-2035.jpg?v=1758661560,17
3608392874444,5526050,apparel,Ski suit,Wedze Kids' 500 Adjustable Waterproof Snowsuit,Wedze Kids' 500 Adjustable Waterproof Snowsuit,"12-8 Months / 2'3""-2'7""",Ash Blue,69.99,69.99,USD,en-US,GF-R3-U7,10,wedze-toddlers-warm-and-adjustable-ski-suit-500-1-5-years-turquoise-353082-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8942377-product_image-p2945542.jpg?v=1755561487,6
3608392874451,5526051,apparel,Ski suit,Wedze Kids' 500 Adjustable Waterproof Snowsuit,Wedze Kids' 500 Adjustable Waterproof Snowsuit,"24 Months-3 Years / 2'7""-3'1""",Ash Blue,69.99,69.99,USD,en-US,GF-R4-U1,20,wedze-toddlers-warm-and-adjustable-ski-suit-500-1-5-years-turquoise-353082-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8942377-product_image-p2945542.jpg?v=1755561487,6
3608392874468,5526052,apparel,Ski suit,Wedze Kids' 500 Adjustable Waterproof Snowsuit,Wedze Kids' 500 Adjustable Waterproof Snowsuit,"3-5years/3'4""-3'7""",Ash Blue,69.99,69.99,USD,en-US,GF-R4-U2,14,wedze-toddlers-warm-and-adjustable-ski-suit-500-1-5-years-turquoise-353082-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8942377-product_image-p2945542.jpg?v=1755561487,6
3608392926297,5476037,apparel,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,S,Steel Blue,80.00,80.0,USD,en-US,GF-R4-U3,12,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392926303,5476038,apparel,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,M,Steel Blue,80.00,80.0,USD,en-US,GF-R4-U4,18,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392926310,5476039,apparel,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,L,Steel Blue,80.00,80.0,USD,en-US,GF-R4-U5,18,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392926327,5476040,apparel,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,XL,Steel Blue,80.00,80.0,USD,en-US,GF-R4-U6,17,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392926334,5476041,apparel,Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,Kiprun Men's 500 Waterproof Trail Running Jacket,2XL,Steel Blue,80.00,80.0,USD,en-US,GF-R4-U7,20,mens-waterproof-trail-running-jacket-kiprun-run-500-blue-352765-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928737-product_image-p2906904.jpg?v=1755553730,11
3608392938832,5474736,apparel,Long-sleeved t-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,S,Smoked Black,10.00,10.0,USD,en-US,GB-R1-U1,16,kiprun-run-100-mens-warm-and-breathable-half-zip-long-sleeved-t-shirt-black-357727-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928494-product_image-p2906512.jpg?v=1755553793,7
3608392938849,5474737,apparel,Long-sleeved t-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,M,Smoked Black,10.00,10.0,USD,en-US,GB-R1-U2,19,kiprun-run-100-mens-warm-and-breathable-half-zip-long-sleeved-t-shirt-black-357727-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928494-product_image-p2906512.jpg?v=1755553793,7
3608392938856,5474738,apparel,Long-sleeved t-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,L,Smoked Black,10.00,10.0,USD,en-US,GB-R1-U3,14,kiprun-run-100-mens-warm-and-breathable-half-zip-long-sleeved-t-shirt-black-357727-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928494-product_image-p2906512.jpg?v=1755553793,7
3608392938863,5474739,apparel,Long-sleeved t-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,XL,Smoked Black,10.00,10.0,USD,en-US,GB-R1-U4,21,kiprun-run-100-mens-warm-and-breathable-half-zip-long-sleeved-t-shirt-black-357727-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928494-product_image-p2906512.jpg?v=1755553793,7
3608392938870,5474740,apparel,Long-sleeved t-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,Kiprun Men's 100 Long-Sleeved Half-Zip Running T-shirt,2XL,Smoked Black,10.00,10.0,USD,en-US,GB-R1-U5,15,kiprun-run-100-mens-warm-and-breathable-half-zip-long-sleeved-t-shirt-black-357727-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8928494-product_image-p2906512.jpg?v=1755553793,7
3608392951480,5539276,apparel,Padded Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,12-13 Years / 59''-63'',Mauve,40.00,40.0,USD,en-US,GB-R1-U6,10,quechua-kids-padded-hiking-jacket-7-15-years-hybrid-341868-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8945655-product_image-p2941663.jpg?v=1755561387,7
3608392951497,5539277,apparel,Padded Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,10-11 Years / 55''-58'',Mauve,40.00,40.0,USD,en-US,GB-R1-U7,11,quechua-kids-padded-hiking-jacket-7-15-years-hybrid-341868-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8945655-product_image-p2941663.jpg?v=1755561387,7
3608392952005,5539278,apparel,Padded Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,7-8 Years / 48''-51'',Mauve,40.00,40.0,USD,en-US,GB-R2-U1,20,quechua-kids-padded-hiking-jacket-7-15-years-hybrid-341868-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8945655-product_image-p2941663.jpg?v=1755561387,7
3608392952012,5539279,apparel,Padded Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,8-9 Years / 52''-55'',Mauve,40.00,40.0,USD,en-US,GB-R2-U2,20,quechua-kids-padded-hiking-jacket-7-15-years-hybrid-341868-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8945655-product_image-p2941663.jpg?v=1755561387,7
3608392952029,5545114,apparel,Padded Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,Quechua Kids’ MH500 Hybrid Hiking Puffer Jacket,14-15 Years / 63''-65'',Mauve,40.00,40.0,USD,en-US,GB-R2-U3,11,quechua-kids-padded-hiking-jacket-7-15-years-hybrid-341868-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8945655-product_image-p2941663.jpg?v=1755561387,7
3608392966286,5554270,apparel,Pullover,Quechua Men's NH500 Half-Zip Hiking Pullover,Quechua Men's NH500 Half-Zip Hiking Pullover,M,Deep Sea Turquoise,40.00,40.0,USD,en-US,GB-R2-U4,21,quechua-mens-hiking-pullover-nh500-half-zip-green-356314-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8946114-product_image-p2939259.jpg?v=1755561596,12
3608392966293,5554271,apparel,Pullover,Quechua Men's NH500 Half-Zip Hiking Pullover,Quechua Men's NH500 Half-Zip Hiking Pullover,XL,Deep Sea Turquoise,40.00,40.0,USD,en-US,GB-R2-U5,13,quechua-mens-hiking-pullover-nh500-half-zip-green-356314-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8946114-product_image-p2939259.jpg?v=1755561596,12
3608392966804,5554272,apparel,Pullover,Quechua Men's NH500 Half-Zip Hiking Pullover,Quechua Men's NH500 Half-Zip Hiking Pullover,3XL,Deep Sea Turquoise,40.00,40.0,USD,en-US,GB-R2-U6,13,quechua-mens-hiking-pullover-nh500-half-zip-green-356314-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8946114-product_image-p2939259.jpg?v=1755561596,12
